單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,886,829,865","9,778,824,398","-2,891,994,533"
自營商(避險),"16,043,754,040","30,104,057,153","-14,060,303,113"
投信,"10,028,191,803","6,504,724,190","3,523,467,613"
外資及陸資(不含外資自營商),"142,017,873,871","196,453,656,626","-54,435,782,755"
外資自營商,0,0,0
合計,"174,976,649,579","242,841,262,367","-67,864,612,788"
說明:,,,
自營商表示證券自營商專戶。,,,
投信表示本國投資信託基金。,,,
外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。,,,
因外資自營商買賣金額已計入自營商買賣金額，故不納入三大法人買賣金額之合計數計算。,,,
本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。,,,
本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。,,,
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。
公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",,,
