證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,23.45,4.26,113,22.77,0.82,114/2
1102,亞泥,37.15,5.92,113,13.17,0.80,114/2
1103,嘉泥,13.20,4.17,113,110.00,0.49,114/2
1104,環泥,30.20,5.63,113,13.60,0.93,114/2
1108,幸福,15.10,4.97,113,6.54,1.10,114/2
1109,信大,15.70,5.73,113,16.35,0.68,114/2
1110,東泥,17.40,1.72,113,32.83,1.06,114/2
1201,味全,15.20,3.29,113,22.35,1.06,114/2
1203,味王,39.80,3.02,113,21.40,1.61,114/2
1210,大成,51.40,5.51,113,12.82,1.83,114/2
1213,大飲,11.95,2.93,113,1.38,1.00,114/2
1215,卜蜂,137.50,3.27,113,15.33,3.80,114/2
1216,統一,77.60,3.87,113,22.17,3.78,114/2
1217,愛之味,10.50,3.52,113,75.00,0.75,114/2
1218,泰山,19.55,6.91,113,13.48,0.76,114/2
1219,福壽,13.60,3.68,113,50.37,1.04,114/2
1220,台榮,13.20,5.3,113,38.82,1.01,114/2
1225,福懋油,30.45,2.27,113,21.75,1.90,114/2
1227,佳格,32.00,4.38,113,20.13,1.71,114/2
1229,聯華,48.95,3.68,113,20.57,1.71,114/2
1231,聯華食,118.00,2.2,113,32.24,4.97,114/2
1232,大統益,146.50,4.78,113,18.90,4.51,114/2
1233,天仁,30.70,3.09,113,38.86,2.10,114/2
1234,黑松,38.00,5.0,113,16.81,0.83,114/2
1235,興泰,50.30,4.97,113,-,0.72,114/2
1236,宏亞,26.05,2.3,113,-,0.91,114/2
1256,鮮活果汁-KY,159.00,2.96,113,17.99,1.72,114/2
1301,台塑,39.15,1.28,113,-,0.93,114/2
1303,南亞,42.60,1.64,113,-,1.07,114/2
1304,台聚,11.05,1.81,113,-,0.66,114/2
1305,華夏,11.95,1.26,113,-,0.88,114/2
1307,三芳,31.25,8.64,113,10.81,1.43,114/2
1308,亞聚,12.90,1.94,113,-,0.75,114/2
1309,台達化,11.50,1.74,113,-,0.81,114/2
1310,台苯,9.08,0.0,113,-,0.69,114/2
1312,國喬,10.20,0.0,113,-,0.39,114/2
1313,聯成,11.00,1.36,113,-,0.60,114/2
1314,中石化,7.39,0.0,113,-,0.37,114/2
1315,達新,64.90,7.7,113,96.87,0.70,114/2
1316,上曜,15.00,0.0,113,-,1.31,114/2
1319,東陽,92.20,5.75,113,13.34,2.10,114/2
1321,大洋,36.40,1.04,113,-,1.40,114/2
1323,永裕,19.80,4.55,113,9.80,0.76,114/2
1324,地球,11.10,1.8,113,-,0.93,114/2
1325,恆大,30.95,0.97,113,-,1.03,114/2
1326,台化,29.85,1.68,113,-,0.68,114/2
1337,再生-KY,5.04,0.0,113,-,0.38,114/2
1338,廣華-KY,21.80,3.58,113,-,0.34,114/2
1339,昭輝,41.85,7.17,113,19.02,0.81,114/2
