排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,3481,群創,"579,551,342","149,080",22.3,22.45,21.0,21.15,-,1.15,21.15,21.2
2,2603,長榮,"459,723,293","162,179",117.5,118.5,108.0,113.5,-,2.5,113.0,113.5
3,2409,友達,"353,850,865","97,827",23.95,24.15,22.5,22.75,-,1.1,22.75,22.8
4,2609,陽明,"328,143,553","119,530",114.0,115.0,105.0,110.5,-,2.5,110.5,111.0
5,2614,東森,"237,677,291","70,528",24.2,24.35,22.4,23.35,+,1.2,23.3,23.35
6,2801,彰銀,"214,045,269","1,841",16.75,16.85,16.65,16.7,-,0.05,16.65,16.7
7,2002,中鋼,"178,092,426","54,064",36.1,36.55,35.05,36.15,+,0.05,36.15,36.2
8,6116,彩晶,"171,397,681","47,721",22.55,22.75,21.45,21.85,-,0.55,21.8,21.85
9,2618,長榮航,"169,979,759","44,126",20.8,20.95,19.65,20.7,+,0.35,20.65,20.7
10,2610,華航,"153,811,613","39,862",19.0,19.25,18.25,18.85,+,0.05,18.85,18.9
11,"=""00632R""",元大台灣50反1,"135,176,620","7,240",5.78,5.79,5.72,5.72,-,0.07,5.72,5.73
12,2303,聯電,"121,662,346","43,870",51.0,51.9,50.3,51.5,+,0.8,51.4,51.5
13,2390,云辰,"92,890,615","35,246",28.0,29.45,27.75,29.45,+,2.65,29.45,0.0
14,1440,南紡,"77,457,444","27,287",28.55,28.8,26.0,27.15,-,1.65,27.15,27.2
15,"=""00892""",富邦台灣半導體,"74,772,405","21,190",15.1,15.33,15.09,15.29,+,0.31,15.28,15.29
16,3545,敦泰,"69,800,848","50,276",250.5,253.0,238.0,240.0,-,8.0,240.0,240.5
17,1802,台玻,"66,091,183","29,529",34.85,35.15,32.5,34.25,-,0.2,34.2,34.25
18,2314,台揚,"59,315,253","27,485",47.7,50.5,47.15,49.35,+,3.15,49.3,49.35
19,1905,華紙,"59,097,328","25,080",28.25,28.4,26.1,27.15,-,0.6,27.15,27.2
20,"=""00637L""",元大滬深300正2,"57,964,180","10,325",28.29,29.13,28.24,28.99,+,0.74,28.99,29.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
