證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,46.10,7.31,109,14.36,1.42,110/4
1102,亞泥,46.90,7.25,110,11.04,1.06,110/4
1103,嘉泥,19.95,7.02,109,19.56,0.51,110/4
1104,環泥,20.25,4.94,110,12.20,0.69,110/4
1108,幸福,11.70,5.13,110,18.00,1.02,110/4
1109,信大,20.35,7.37,110,8.08,0.89,110/4
1110,東泥,20.00,1.0,110,80.00,1.32,110/4
1201,味全,22.50,2.22,110,22.50,1.62,110/4
1203,味王,33.00,3.33,110,17.55,1.49,110/4
1210,大成,53.70,3.72,110,23.15,2.15,110/4
1213,大飲,7.97,0.0,109,-,1.02,110/4
1215,卜蜂,81.30,5.54,109,16.07,2.68,110/4
1216,統一,67.60,3.99,110,19.31,3.29,110/4
1217,愛之味,11.60,2.59,110,28.29,0.87,110/4
1218,泰山,30.00,3.33,110,24.59,2.09,110/4
1219,福壽,26.15,3.82,109,26.15,1.91,110/4
1220,台榮,22.60,4.42,110,22.60,1.7,110/4
1225,福懋油,57.20,2.8,110,27.63,3.64,110/4
1227,佳格,49.50,3.84,110,18.33,2.49,110/4
1229,聯華,59.80,3.85,110,20.48,2.12,110/4
1231,聯華食,88.20,2.95,110,21.89,3.91,110/4
1232,大統益,154.50,3.88,110,19.91,5.09,110/4
1233,天仁,33.10,2.42,110,68.96,2.06,110/4
1234,黑松,35.40,4.8,110,17.88,0.78,110/4
1235,興泰,47.80,7.95,110,59.01,1.34,110/4
1236,宏亞,25.95,1.93,110,-,1.32,110/4
1256,鮮活果汁-KY,276.00,4.71,110,13.18,2.56,110/4
1301,台塑,106.00,7.74,110,9.46,1.67,110/4
1303,南亞,85.90,8.73,110,8.38,1.65,110/4
1304,台聚,28.75,7.65,110,5.94,1.21,110/4
1305,華夏,33.10,7.55,110,7.79,1.72,110/4
1307,三芳,20.20,2.48,110,69.66,1.05,110/4
1308,亞聚,36.00,8.33,110,6.90,1.38,110/4
1309,台達化,31.50,7.94,110,6.45,1.56,110/4
1310,台苯,16.50,0.91,110,82.50,1.22,110/4
1312,國喬,25.95,7.71,110,4.08,0.68,110/4
1313,聯成,16.70,5.99,110,10.18,0.73,110/4
1314,中石化,11.95,3.35,110,12.58,0.56,110/4
1315,達新,77.70,5.79,110,"1,295.00",0.64,110/4
1316,上曜,17.45,0.0,109,-,1.56,110/4
1319,東陽,33.05,2.57,110,28.49,0.9,110/4
1321,大洋,34.50,2.03,110,23.79,1.15,110/4
1323,永裕,35.50,4.51,109,11.56,1.38,110/4
1324,地球,10.80,1.85,110,"1,080.00",0.86,110/4
1325,恆大,45.10,4.43,110,13.83,1.3,110/4
1326,台化,80.20,5.99,110,12.23,1.2,110/4
1337,再生-KY,6.61,0.0,109,-,0.34,110/4
1338,廣華-KY,50.70,4.93,110,12.55,0.67,110/4
1339,昭輝,35.70,5.6,110,19.51,0.77,110/4
1340,勝悅-KY,10.10,0.0,109,-,0.31,110/4
1341,富林-KY,73.10,8.21,110,12.37,2.9,110/4
1342,八貫,69.50,4.32,110,17.73,3.03,110/4
1402,遠東新,30.00,5.0,110,16.57,0.78,110/4
1409,新纖,19.85,7.05,110,8.24,0.89,110/4
1410,南染,37.20,3.49,110,28.84,2.08,110/4
1413,宏洲,10.25,0.0,109,12.81,1.18,110/4
1414,東和,17.70,1.41,109,27.23,1.21,110/4
1416,廣豐,11.25,4.44,110,25.57,0.61,110/4
1417,嘉裕,12.85,2.72,110,27.34,0.91,110/4
1418,東華,17.95,0.0,109,-,0.81,110/4
1419,新紡,41.80,2.39,110,27.68,1.25,110/4
1423,利華,19.65,3.82,110,17.70,0.87,110/4
1432,大魯閣,11.55,0.0,109,-,1.33,110/4
1434,福懋,27.55,3.63,110,21.69,0.74,110/4
1435,中福,55.50,0.0,109,"1,110.00",6.19,110/4
1436,華友聯,67.00,6.21,110,13.24,2.13,110/4
1437,勤益控,27.90,3.23,110,12.40,0.84,110/4
1438,三地開發,32.35,0.0,109,77.02,2.08,110/4
1439,雋揚,22.70,0.88,110,16.33,0.92,110/4
1440,南紡,20.45,3.91,110,11.55,1.22,110/4
1441,大東,8.48,0.0,109,-,1.15,110/4
1442,名軒,22.75,5.27,110,16.13,1.43,110/4
1443,立益物流,16.00,0.0,109,9.76,1.52,110/4
1444,力麗,10.65,0.0,109,15.43,0.94,110/4
1445,大宇,15.00,1.33,109,-,1.19,110/4
1446,宏和,33.20,0.9,110,-,2.98,110/4
1447,力鵬,8.72,0.0,109,27.25,0.76,110/4
1449,佳和,13.80,0.0,109,20.91,1.08,110/4
1451,年興,21.00,2.86,109,17.07,0.56,110/4
1452,宏益,23.90,8.37,110,9.02,1.12,110/4
1453,大將,19.50,1.54,110,18.57,1.42,110/4
1454,台富,14.45,3.46,110,361.25,1.09,110/4
1455,集盛,14.45,5.54,110,8.35,1.05,110/4
1456,怡華,19.60,7.65,110,4.04,1.05,110/4
1457,宜進,18.20,5.49,110,20.22,0.89,110/4
1459,聯發,10.55,1.9,110,5.25,0.97,110/4
1460,宏遠,8.82,0.0,109,32.67,0.87,110/4
1463,強盛新,14.00,2.86,110,28.57,1.06,110/4
1464,得力,15.55,1.93,109,32.40,1.29,110/4
1465,偉全,12.55,2.39,110,-,0.8,110/4
1466,聚隆,14.50,6.9,110,9.06,0.92,110/4
1467,南緯,13.65,5.13,109,-,1.09,110/4
1468,昶和,12.10,0.0,109,201.67,1.65,110/4
1470,大統新創,30.40,2.63,110,40.00,2.59,110/4
1471,首利,6.74,0.0,109,-,0.99,110/4
1472,三洋實業,0.00,0.0,109,-,2.72,110/4
1473,台南,18.35,0.54,110,-,0.88,110/4
1474,弘裕,13.70,3.65,110,12.34,0.86,110/4
1475,業旺,67.80,0.0,109,54.24,6.38,110/4
1476,儒鴻,475.00,2.53,110,25.32,6.16,110/4
1477,聚陽,180.00,5.28,110,16.39,3.17,110/4
1503,士電,52.10,3.45,110,15.06,1.03,110/4
1504,東元,31.90,4.23,110,13.40,0.75,110/4
1506,正道,16.90,0.0,109,70.42,2.93,110/4
1512,瑞利,3.93,0.0,109,-,13.1,110/4
1513,中興電,54.10,5.18,110,12.91,2.22,110/4
1514,亞力,28.20,4.43,110,17.63,1.8,110/4
1515,力山,41.05,7.31,110,7.08,1.76,110/4
1516,川飛,26.00,5.96,110,15.12,2.03,110/4
1517,利奇,22.70,3.52,110,11.35,1.39,110/4
1519,華城,38.90,2.57,110,35.05,2.92,110/4
1521,大億,36.80,1.63,110,34.07,1.62,110/4
1522,堤維西,19.20,2.6,110,33.68,0.83,110/4
1524,耿鼎,10.70,2.8,110,28.16,0.79,110/4
1525,江申,58.40,3.6,110,13.97,0.97,110/4
1526,日馳,45.65,5.7,110,10.42,2.13,110/4
1527,鑽全,42.20,5.69,110,12.52,1.37,110/4
1528,恩德,9.38,1.07,110,8.23,0.82,110/4
1529,樂事綠能,22.30,2.24,109,26.87,1.85,110/4
1530,亞崴,30.80,4.87,110,22.81,0.98,110/4
1531,高林股,14.90,4.7,110,15.85,0.74,110/4
1532,勤美,32.65,6.46,110,10.14,0.96,110/4
1533,車王電,62.50,0.48,110,71.02,2.51,110/4
1535,中宇,42.05,6.18,110,12.90,1.61,110/4
1536,和大,75.20,1.82,110,61.64,2.44,110/4
1537,廣隆,137.00,5.11,110,18.15,2.97,110/4
1538,正峰,6.54,0.0,109,-,5.11,110/4
1539,巨庭,21.20,3.77,110,15.70,1.03,110/4
1540,喬福,15.00,2.0,110,-,0.99,110/4
1541,錩泰,43.10,5.8,110,11.34,1.92,110/4
1558,伸興,138.50,6.14,110,15.96,1.71,110/4
1560,中砂,121.00,2.31,109,25.53,3.63,110/4
1568,倉佑,19.70,1.52,110,67.93,1.35,110/4
1582,信錦,69.90,7.58,110,34.43,1.53,110/4
1583,程泰,55.90,4.47,110,16.99,1.22,110/4
1587,吉茂,23.95,4.18,110,16.07,1.28,110/4
1589,永冠-KY,63.10,0.95,110,32.36,0.8,110/4
1590,亞德客-KY,805.00,1.65,110,24.99,4.58,110/4
1597,直得,77.20,3.24,110,20.21,2.73,110/4
1598,岱宇,43.60,17.13,109,12.46,1.38,110/4
1603,華電,28.40,1.76,110,15.96,0.78,110/4
1604,聲寶,31.25,8.64,110,6.78,1.36,110/4
1605,華新,43.80,3.65,110,10.26,1.42,110/4
1608,華榮,21.90,6.85,110,6.70,1.19,110/4
1609,大亞,28.45,2.46,109,12.87,1.85,110/4
1611,中電,18.10,4.42,110,21.05,1.33,110/4
1612,宏泰,28.95,4.15,109,3.39,1.17,110/4
1614,三洋電,37.25,3.3,110,26.23,1.76,110/4
1615,大山,33.40,7.19,109,10.21,1.87,110/4
1616,億泰,10.60,0.0,109,21.20,1.26,110/4
1617,榮星,17.70,5.08,110,12.21,1.34,110/4
1618,合機,13.70,2.19,109,11.32,0.62,110/4
1626,艾美特-KY,19.85,5.04,109,-,1.05,110/4
1701,中化,26.40,3.41,110,15.17,1.01,110/4
1702,南僑,48.25,4.56,110,11.17,1.31,110/4
1707,葡萄王,145.00,4.21,110,16.51,2.39,110/4
1708,東鹼,61.30,3.26,110,22.79,2.53,110/4
1709,和益,26.55,6.4,110,13.34,1.66,110/4
1710,東聯,20.70,3.38,110,20.10,1.41,110/4
1711,永光,23.35,2.14,110,27.15,1.45,110/4
1712,興農,32.60,5.52,110,14.89,1.84,110/4
1713,國化,23.45,3.62,110,22.55,1.46,110/4
1714,和桐,10.40,4.04,110,14.44,0.83,110/4
1717,長興,39.40,3.81,110,13.78,2.02,110/4
1718,中纖,8.88,5.63,109,-,0.51,110/4
1720,生達,44.80,5.58,110,11.31,1.84,110/4
1721,三晃,20.90,2.39,109,-,1.66,110/4
1722,台肥,73.00,3.84,110,23.55,1.36,110/4
1723,中碳,112.00,3.57,110,23.68,3.54,110/4
1725,元禎,24.70,4.98,110,14.03,1.04,110/4
1726,永記,72.50,4.83,110,13.30,1.27,110/4
1727,中華化,47.30,1.1,110,25.43,3.47,110/4
1730,花仙子,60.80,4.93,110,14.69,2.25,110/4
1731,美吾華,22.00,5.32,110,17.74,1.46,110/4
1732,毛寶,49.85,0.7,110,108.37,4.35,110/4
1733,五鼎,27.15,4.79,110,13.44,1.55,110/4
1734,杏輝,31.20,0.64,110,-,1.92,110/4
1735,日勝化,17.60,2.84,109,176.00,1.22,110/4
1736,喬山,54.80,2.04,109,421.54,1.96,110/4
1737,臺鹽,34.00,4.41,110,17.26,1.07,110/4
1752,南光,37.20,4.84,110,19.18,1.68,110/4
1760,寶齡富錦,142.00,1.06,110,116.39,6.3,110/4
1762,中化生,62.50,2.08,110,12.09,1.68,110/4
1773,勝一,200.50,2.74,110,24.81,5.91,110/4
1776,展宇,21.25,7.06,110,10.47,1.42,110/4
1783,和康生,40.25,2.48,110,35.31,2.71,110/4
1786,科妍,44.50,3.19,110,28.90,2.03,110/4
1789,神隆,25.60,1.88,110,82.58,1.93,110/4
1795,美時,118.00,1.64,110,22.06,2.8,110/4
1802,台玻,22.75,8.0,110,5.76,1.22,110/4
1805,寶徠,13.10,0.0,109,-,2.2,110/4
1806,冠軍,11.95,8.37,110,5.22,0.8,110/4
1808,潤隆,56.60,6.18,110,13.29,3.33,110/4
1809,中釉,13.35,1.87,110,53.40,0.77,110/4
1810,和成,14.05,1.42,109,4.22,0.71,110/4
1817,凱撒衛,35.25,5.67,110,11.48,1.43,110/4
1903,士紙,57.00,0.0,109,178.13,1.75,110/4
1904,正隆,34.25,5.55,110,9.57,1.39,110/4
1905,華紙,19.85,2.02,110,44.11,1.39,110/4
1906,寶隆,19.75,3.04,110,16.19,0.43,110/4
1907,永豐餘,31.80,4.72,110,10.16,1.03,110/4
1909,榮成,20.45,5.87,110,11.11,0.96,110/4
2002,中鋼,36.60,8.47,110,8.99,1.6,110/4
2006,東和鋼鐵,65.40,9.79,110,8.08,1.62,110/4
2007,燁興,18.20,0.0,109,910.00,1.3,110/4
2008,高興昌,18.00,0.0,109,85.71,1.22,110/4
2009,第一銅,41.70,2.4,110,35.34,2.33,110/4
2010,春源,22.90,5.68,110,12.18,1.31,110/4
2012,春雨,30.05,6.66,110,10.69,2.02,110/4
2013,中鋼構,52.80,3.79,110,21.38,2.04,110/4
2014,中鴻,40.90,6.85,110,9.25,2.6,110/4
2015,豐興,85.40,5.85,110,12.31,2.25,110/4
2017,官田鋼,17.60,6.82,110,8.84,1.17,110/4
2020,美亞,32.80,5.18,109,9.32,2.02,110/4
2022,聚亨,11.50,0.0,109,12.92,1.59,110/4
2023,燁輝,22.30,0.0,109,8.11,1.34,110/4
2024,志聯,24.45,4.91,110,16.63,1.91,110/4
2025,千興,5.20,0.0,109,5.31,2.09,110/4
2027,大成鋼,48.50,3.92,110,8.87,1.75,110/4
2028,威致,39.45,6.34,110,7.72,2.75,110/4
2029,盛餘,35.40,7.2,110,8.98,1.15,110/4
2030,彰源,35.40,5.65,110,8.25,2.0,110/4
2031,新光鋼,66.10,6.05,110,7.80,1.95,110/4
2032,新鋼,31.45,3.75,110,24.57,2.27,110/4
2033,佳大,22.15,0.9,110,123.06,1.71,110/4
2034,允強,34.40,4.36,110,12.16,1.63,110/4
2038,海光,30.25,4.96,110,11.91,1.52,110/4
2049,上銀,219.00,2.05,110,21.14,2.46,110/4
2059,川湖,385.00,2.83,110,17.70,2.91,110/4
2062,橋椿,26.65,1.88,110,12.22,0.82,110/4
2069,運錩,32.45,1.69,109,7.23,1.26,110/4
2101,南港,39.00,2.44,109,-,2.89,110/4
2102,泰豐,22.85,0.09,109,-,1.98,110/4
2103,台橡,31.60,7.59,110,6.64,1.45,110/4
2104,國際中橡,23.15,0.43,109,6.61,0.67,110/4
2105,正新,33.80,3.55,110,20.74,1.35,110/4
2106,建大,31.90,3.13,110,31.58,1.55,110/4
2107,厚生,22.30,5.38,110,9.82,0.64,110/4
2108,南帝,53.40,13.11,110,3.58,1.62,110/4
2109,華豐,15.15,6.6,110,11.65,1.39,110/4
2114,鑫永銓,122.50,4.9,109,9.86,3.04,110/4
2115,六暉-KY,37.45,4.27,110,9.32,1.26,110/4
2201,裕隆,40.10,3.74,110,8.44,0.76,110/4
2204,中華,58.80,9.35,110,7.79,0.76,110/4
2206,三陽工業,27.75,4.68,110,12.01,1.43,110/4
2207,和泰車,573.00,3.49,110,19.31,4.24,110/4
2208,台船,21.10,0.0,109,"2,110.00",1.48,110/4
2211,長榮鋼,58.30,5.15,110,19.05,1.05,110/4
2227,裕日車,245.00,7.56,109,24.28,3.87,110/4
2228,劍麟,67.30,2.97,110,21.37,1.34,110/4
2231,為升,136.00,1.47,110,32.15,4.7,110/4
2233,宇隆,103.00,3.63,109,11.44,1.99,110/4
2236,百達-KY,25.95,17.34,110,17.65,1.04,110/4
2239,英利-KY,69.00,3.62,110,12.23,0.75,110/4
2241,艾姆勒,40.00,1.5,109,-,2.2,110/4
2243,宏旭-KY,16.05,0.0,109,-,1.51,110/4
2247,汎德永業,204.50,5.87,110,13.31,1.41,110/4
2250,IKKA-KY,85.80,3.5,109,15.35,1.57,110/4
2301,光寶科,68.00,6.62,110,11.18,2.15,110/4
2302,麗正,15.45,1.94,109,30.29,1.43,110/4
2303,聯電,45.50,6.59,110,10.18,2.02,110/4
2305,全友,8.83,0.0,109,147.17,0.82,110/4
2308,台達電,236.50,2.33,110,22.92,3.97,110/4
2312,金寶,16.75,1.19,110,"1,675.00",1.53,110/4
2313,華通,44.55,4.04,110,10.34,1.64,110/4
2314,台揚,56.90,0.0,109,-,6.61,110/4
2316,楠梓電,28.50,3.51,110,9.69,0.67,110/4
2317,鴻海,100.50,5.17,110,10.00,1.01,110/4
2321,東訊,6.15,0.0,109,102.50,2.56,110/4
2323,中環,8.87,1.13,110,63.36,0.57,110/4
2324,仁寶,22.20,9.01,110,7.66,0.87,110/4
2327,國巨*,393.50,2.54,110,8.45,2.44,110/4
2328,廣宇,35.65,2.81,110,19.06,1.49,110/4
2329,華泰,18.65,0.0,109,8.97,1.53,110/4
2330,台積電,547.00,2.01,110,23.77,6.54,110/4
2331,精英,19.60,5.1,109,150.77,1.05,110/4
