113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比,113年05月10日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,33.3,3.0,112,32.33,1.11,112/4
1102,亞泥,46.0,4.57,112,14.98,0.96,112/4
1103,嘉泥,18.3,2.73,112,610.00,0.58,113/1
1104,環泥,34.95,5.72,112,11.31,1.03,113/1
1108,幸福,17.2,5.81,112,13.23,1.37,112/4
1109,信大,20.25,5.93,112,10.44,0.83,113/1
1110,東泥,19.9,1.01,112,76.54,1.27,112/4
1201,味全,18.9,1.43,112,35.00,1.29,113/1
1203,味王,50.7,2.17,112,28.17,2.09,112/4
1210,大成,57.6,3.82,112,11.98,2.06,112/4
1213,大飲,7.2,0.0,111,-,1.8,112/4
1215,卜蜂,105.5,5.21,112,14.03,3.12,113/1
1216,統一,77.2,3.89,112,23.25,3.27,113/1
1217,愛之味,12.05,1.91,112,29.39,0.88,112/4
1218,泰山,21.65,2.63,111,-,0.87,112/4
1219,福壽,19.15,4.18,112,21.28,1.38,113/1
1220,台榮,16.1,1.24,111,21.18,1.23,112/4
1225,福懋油,67.1,2.09,112,41.94,4.39,112/4
1227,佳格,39.35,3.18,112,29.15,2.06,112/4
1229,聯華,67.4,3.12,112,25.53,2.33,112/4
1231,聯華食,98.0,2.65,112,24.94,4.2,112/4
1232,大統益,144.5,4.57,112,20.27,4.07,113/1
1233,天仁,33.85,2.66,112,31.93,2.06,112/4
1234,黑松,43.0,4.42,112,18.53,0.96,113/1
1235,興泰,83.5,1.2,112,31.99,1.77,112/4
1236,宏亞,24.05,2.7,112,100.21,0.91,113/1
1256,鮮活果汁-KY,212.5,3.11,112,17.12,1.9,112/4
1301,台塑,68.6,1.46,112,83.66,1.29,113/1
1303,南亞,57.0,1.23,112,67.86,1.24,113/1
1304,台聚,15.95,2.19,112,-,0.74,112/4
1305,華夏,17.9,1.96,112,137.69,1.09,113/1
1307,三芳,33.3,4.5,112,13.06,1.46,113/1
1308,亞聚,18.45,2.44,112,-,0.85,113/1
1309,台達化,15.25,1.97,112,-,0.92,113/1
1310,台苯,13.35,1.5,111,-,1.01,113/1
1312,國喬,13.4,3.73,111,-,0.45,112/4
1313,聯成,13.25,1.51,112,-,0.57,113/1
1314,中石化,10.35,0.0,111,-,0.5,112/4
1315,達新,71.2,7.02,112,19.45,0.64,112/4
1316,上曜,19.1,2.88,111,-,1.64,113/1
1319,東陽,114.0,3.51,112,22.35,2.65,112/4
1321,大洋,39.25,1.02,112,48.46,1.4,113/1
1323,永裕,31.25,3.2,112,34.72,1.17,113/1
1324,地球,14.7,1.36,112,27.74,1.14,112/4
1325,恆大,27.55,2.18,112,131.19,0.85,112/4
1326,台化,56.6,2.21,112,30.59,1.02,113/1
1337,再生-KY,7.72,0.0,111,-,0.47,113/1
1338,廣華-KY,33.85,1.48,112,-,0.46,112/4
1339,昭輝,76.3,3.93,112,12.98,1.43,112/4
1340,勝悅-KY,10.0,0.0,111,-,0.41,112/4
1341,富林-KY,68.1,6.61,112,15.00,3.01,113/1
1342,八貫,115.0,5.22,112,14.92,4.07,113/1
