113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比,113年03月18日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,31.7,1.58,111,30.78,1.06,112/4
1102,亞泥,41.1,5.11,112,13.39,0.86,112/4
1103,嘉泥,17.15,2.92,111,142.92,0.52,112/4
1104,環泥,32.5,5.54,111,10.38,1.0,112/4
1108,幸福,15.55,5.14,111,8.45,1.26,112/3
1109,信大,19.1,6.28,112,9.50,0.8,112/4
1110,東泥,17.85,1.12,112,68.65,1.14,112/4
1201,味全,18.95,1.42,112,35.75,1.32,112/4
1203,味王,0.0,2.13,111,30.00,2.18,112/3
1210,大成,57.1,3.85,112,11.87,2.04,112/4
1213,大飲,7.08,0.0,111,-,1.49,112/3
1215,卜蜂,102.0,3.43,111,13.25,3.08,112/4
1216,統一,76.3,3.93,112,23.62,3.47,112/4
1217,愛之味,11.7,1.97,112,28.54,0.85,112/4
1218,泰山,21.3,2.68,111,1.99,0.87,112/3
1219,福壽,18.65,4.29,111,19.84,1.36,112/4
1220,台榮,14.7,1.36,111,19.34,1.12,112/4
1225,福懋油,55.4,2.53,112,34.63,3.62,112/4
1227,佳格,37.4,3.34,112,28.77,1.95,112/3
1229,聯華,67.7,3.1,112,25.64,2.34,112/4
1231,聯華食,96.4,2.7,112,24.53,4.13,112/4
1232,大統益,144.0,4.58,112,19.12,4.27,112/4
1233,天仁,33.8,2.66,112,31.89,2.06,112/4
1234,黑松,41.1,4.62,112,17.42,0.89,112/4
1235,興泰,82.3,2.67,111,51.12,1.75,112/3
1236,宏亞,23.5,2.77,112,130.56,0.84,112/4
1256,鮮活果汁-KY,235.0,2.81,112,18.94,2.1,112/4
1301,台塑,68.4,1.46,112,59.48,1.25,112/4
1303,南亞,55.0,1.27,112,68.75,1.21,112/4
1304,台聚,16.55,2.11,112,-,0.76,112/4
1305,華夏,18.35,1.91,112,31.10,1.11,112/4
1307,三芳,28.75,5.22,112,15.05,1.28,112/4
1308,亞聚,19.75,2.28,112,98.75,0.88,112/4
1309,台達化,15.25,1.97,112,-,0.91,112/4
1310,台苯,13.55,1.48,111,-,1.03,112/4
1312,國喬,13.15,3.8,111,-,0.45,112/4
1313,聯成,13.2,1.52,112,-,0.58,112/4
1314,中石化,9.21,0.0,111,-,0.44,112/4
1315,達新,72.1,6.93,112,19.70,0.65,112/4
1316,上曜,20.4,2.7,111,-,1.75,112/4
1319,東陽,125.0,3.2,112,24.51,2.9,112/4
1321,大洋,35.45,1.13,112,40.28,1.26,112/4
1323,永裕,31.0,3.23,112,33.33,1.17,112/4
1324,地球,16.15,1.24,112,30.47,1.25,112/4
1325,恆大,30.75,1.63,111,78.85,0.94,112/3
1326,台化,55.1,2.27,112,37.74,0.95,112/4
1337,再生-KY,7.2,0.0,111,-,0.44,112/4
1338,廣華-KY,35.05,1.43,112,-,0.48,112/4
1339,昭輝,69.2,4.34,112,11.77,1.3,112/4
1340,勝悅-KY,10.05,0.0,111,-,0.41,112/4
1341,富林-KY,64.8,6.94,112,14.56,2.57,112/4
1342,八貫,136.5,4.4,112,18.37,4.34,112/4
1402,遠東新,32.75,4.12,112,21.27,0.78,112/4
1409,新纖,16.05,3.43,112,34.15,0.71,112/4
1410,南染,36.4,2.2,111,60.67,2.13,112/3
1413,宏洲,9.14,0.0,111,-,1.1,112/4
1414,東和,18.4,1.36,112,122.67,1.29,112/4
1416,廣豐,12.0,4.17,111,23.53,0.64,112/4
1417,嘉裕,11.35,1.76,112,-,0.83,112/4
1418,東華,32.3,0.0,111,43.65,1.38,112/4
1419,新紡,45.3,2.65,112,20.88,1.03,112/4
1423,利華,31.0,1.94,112,43.66,1.08,112/4
1432,大魯閣,19.5,0.0,111,29.10,2.25,112/4
1434,福懋,22.35,2.24,112,85.96,0.69,112/4
1435,中福,50.0,0.0,111,-,7.12,112/3
1436,華友聯,102.0,6.88,112,10.75,2.66,112/4
1437,勤益控,31.45,3.59,112,11.15,0.84,112/4
1438,三地開發,42.9,2.33,111,-,2.08,112/3
1439,雋揚,25.0,1.2,112,12.50,0.9,112/4
1440,南紡,15.1,2.32,112,11.89,0.85,112/4
1441,大東,13.6,0.0,111,-,2.61,112/4
1442,名軒,40.1,8.73,112,8.51,2.04,112/4
1443,立益物流,28.4,0.0,111,22.02,1.95,112/4
1444,力麗,9.35,4.28,111,-,0.84,112/3
1445,大宇,21.3,11.74,112,2.76,1.03,112/4
1446,宏和,33.5,2.09,112,-,3.33,112/3
1447,力鵬,8.03,0.0,111,-,0.73,112/3
1449,佳和,19.0,1.89,112,31.67,0.98,112/4
1451,年興,18.95,2.64,112,-,0.57,112/4
1452,宏益,16.35,1.83,112,41.92,0.79,112/4
1453,大將,14.9,2.01,112,26.14,1.11,112/4
1454,台富,16.0,1.56,112,100.00,1.22,112/4
1455,集盛,14.3,0.7,111,-,1.21,112/4
1456,怡華,19.5,1.03,112,390.00,1.19,112/4
1457,宜進,20.0,7.5,112,7.84,0.81,112/4
1459,聯發,9.6,0.0,111,137.14,1.09,112/4
1460,宏遠,7.7,0.0,111,-,0.89,112/4
1463,強盛新,17.6,2.84,112,27.08,1.27,112/4
1464,得力,13.05,1.92,112,100.38,1.06,112/4
1465,偉全,15.05,3.32,112,26.88,0.94,112/4
