112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比,112年03月24日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,收盤價,殖利率(%),股利年度,本益比,股價淨值比,財報年/季
1101,台泥,37.6,5.32,110,50.81,1.27,111/4
1102,亞泥,43.0,5.35,111,12.68,0.95,111/4
1103,嘉泥,19.25,3.38,110,-,0.58,111/4
1104,環泥,25.5,5.88,111,8.17,0.8,111/4
1108,幸福,14.05,5.69,111,14.34,1.23,111/3
1109,信大,17.1,4.68,111,14.62,0.75,111/4
1110,東泥,17.7,0.56,111,68.08,1.17,111/4
1201,味全,20.05,1.2,111,42.66,1.4,111/4
1203,味王,38.25,2.88,110,14.54,1.69,111/3
1210,大成,49.9,4.01,110,19.27,2.02,111/4
1213,大飲,7.05,0.0,110,-,1.09,111/4
1215,卜蜂,82.2,4.87,110,15.57,2.69,111/4
1216,統一,70.4,4.47,111,23.31,3.18,111/4
1217,愛之味,11.4,3.51,111,20.36,0.83,111/4
1218,泰山,29.3,3.41,110,24.62,2.05,111/3
1219,福壽,20.9,5.26,110,20.90,1.53,111/4
1220,台榮,16.9,5.92,110,46.94,1.35,111/3
1225,福懋油,58.2,2.75,110,34.44,3.66,111/4
1227,佳格,40.55,3.18,111,25.19,2.13,111/3
1229,聯華,56.2,3.56,111,21.37,2.22,111/4
1231,聯華食,88.9,2.92,111,22.85,3.87,111/4
1232,大統益,147.5,4.07,111,19.23,4.58,111/4
1233,天仁,34.3,2.48,111,60.18,2.09,111/4
1234,黑松,36.05,4.99,111,16.31,0.79,111/4
1235,興泰,69.4,5.48,110,51.41,2.35,111/3
1236,宏亞,24.1,4.15,111,6.15,0.89,111/4
1256,鮮活果汁-KY,340.0,3.82,110,33.24,3.16,111/3
1301,台塑,91.4,4.6,111,16.09,1.63,111/4
1303,南亞,76.8,3.91,111,18.96,1.62,111/4
1304,台聚,25.75,2.72,111,17.76,1.13,111/4
1305,華夏,26.35,1.14,111,-,1.62,111/4
1307,三芳,21.1,3.79,111,17.88,0.99,111/4
1308,亞聚,28.6,4.2,111,11.72,1.19,111/4
1309,台達化,21.15,2.36,111,20.34,1.17,111/4
